# OMIM genemap2 (reconstructed from HPO annotations) — 2026-03-26
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
						PDXK		PDXK				Gene-disease association, 618511 (3), Autosomal recessive	
						PDYN		PDYN				Gene-disease association, 610245 (3), Autosomal dominant	
						PDZD7		PDZD7				Gene-disease association, 276901 (3), Autosomal recessive; Gene-disease association, 605472 (3), Autosomal recessive; Gene-disease association, 618003 (3), Autosomal recessive	
						PDZD8		PDZD8				Gene-disease association, 620021 (3), Autosomal recessive	
						PEPD		PEPD				Gene-disease association, 170100 (3), Autosomal recessive	
						PER2		PER2				Gene-disease association, 604348 (3), Autosomal dominant	
						PER3		PER3				Gene-disease association, 616882 (3), Autosomal dominant	
						PERCC1		PERCC1				Gene-disease association, 618662 (3), Autosomal recessive	
						PERP		PERP				Gene-disease association, 619208 (3), Autosomal dominant; Gene-disease association, 619209 (3), Autosomal recessive	
						PET100		PET100				Gene-disease association, 619055 (3), Autosomal recessive	
						PET117		PET117				Gene-disease association, 619063 (3), Autosomal recessive	
						PEX1		PEX1				Gene-disease association, 214100 (3), Autosomal recessive; Gene-disease association, 234580 (3), Autosomal recessive; Gene-disease association, 601539 (3), Autosomal recessive	
						PEX10		PEX10				Gene-disease association, 614870 (3), Autosomal recessive; Gene-disease association, 614871 (3), Autosomal recessive	
						PEX11B		PEX11B				Gene-disease association, 614920 (3), Autosomal recessive	
						PEX12		PEX12				Gene-disease association, 266510 (3), Autosomal recessive; Gene-disease association, 614859 (3), Autosomal recessive	
						PEX13		PEX13				Gene-disease association, 614883 (3), Autosomal recessive; Gene-disease association, 614885 (3), Autosomal recessive	
						PEX14		PEX14				Gene-disease association, 614887 (3), Autosomal recessive	
						PEX16		PEX16				Gene-disease association, 614876 (3), Autosomal recessive; Gene-disease association, 614877 (3), Autosomal recessive	
						PEX19		PEX19				Gene-disease association, 614886 (3), Autosomal recessive	
						PEX2		PEX2				Gene-disease association, 614866 (3), Autosomal recessive; Gene-disease association, 614867 (3), Autosomal recessive	
						PEX26		PEX26				Gene-disease association, 614872 (3), Autosomal recessive; Gene-disease association, 614873 (3), Autosomal recessive	
						PEX3		PEX3				Gene-disease association, 614882 (3), Autosomal recessive; Gene-disease association, 617370 (3), Autosomal recessive	
						PEX5		PEX5				Gene-disease association, 202370 (3), Autosomal recessive; Gene-disease association, 214110 (3), Autosomal recessive; Gene-disease association, 616716 (3), Autosomal recessive	
						PEX6		PEX6				Gene-disease association, 614862 (3), Autosomal recessive; Gene-disease association, 614863 (3), Autosomal recessive; Gene-disease association, 616617 (3), Autosomal recessive	
						PEX7		PEX7				Gene-disease association, 215100 (3), Autosomal recessive; Gene-disease association, 266500 (3), Autosomal recessive; Gene-disease association, 614879 (3), Autosomal recessive	
						PFKM		PFKM				Gene-disease association, 232800 (3), Autosomal recessive	
						PFN1		PFN1				Gene-disease association, 614808 (3), Autosomal dominant	
						PGAM2		PGAM2				Gene-disease association, 261670 (3), Autosomal recessive	
						PGAP1		PGAP1				Gene-disease association, 615802 (3), Autosomal recessive	
						PGAP2		PGAP2				Gene-disease association, 614207 (3), Autosomal recessive	
						PGAP3		PGAP3				Gene-disease association, 615716 (3), Autosomal recessive	
						PGBD5		PGBD5				Gene-disease association, 621482 (3), Autosomal recessive	
						PGK1		PGK1				Gene-disease association, 300653 (3), Unknown	
						PGM1		PGM1				Gene-disease association, 614921 (3), Autosomal recessive	
						PGM2L1		PGM2L1				Gene-disease association, 620191 (3), Autosomal recessive	
						PGM3		PGM3				Gene-disease association, 615816 (3), Autosomal recessive	
						PGR		PGR				Gene-disease association, 264080 (3), Autosomal recessive	
						PHACTR1		PHACTR1				Gene-disease association, 618298 (3), Autosomal dominant	
						PHB1		PHB1				Gene-disease association, 114480 (3), Autosomal dominant	
						PHC1		PHC1				Gene-disease association, 615414 (3), Autosomal recessive	
						PHEX		PHEX				Gene-disease association, 307800 (3), Unknown	
						PHF21A		PHF21A				Gene-disease association, 618725 (3), Autosomal dominant	
						PHF6		PHF6				Gene-disease association, 301900 (3), Unknown	
						PHF8		PHF8				Gene-disease association, 300263 (3), Unknown	
						PHGDH		PHGDH				Gene-disease association, 256520 (3), Autosomal recessive; Gene-disease association, 601815 (3), Autosomal recessive	
						PHIP		PHIP				Gene-disease association, 617991 (3), Autosomal dominant	
						PHKA1		PHKA1				Gene-disease association, 300559 (3), Unknown	
						PHKA2		PHKA2				Gene-disease association, 306000 (3), Unknown	
						PHKB		PHKB				Gene-disease association, 261750 (3), Autosomal recessive	
						PHKG2		PHKG2				Gene-disease association, 613027 (3), Autosomal recessive	
						PHLDB1		PHLDB1				Gene-disease association, 620639 (3), Autosomal recessive	
						PHOX2A		PHOX2A				Gene-disease association, 602078 (3), Autosomal recessive	
						PHOX2B		PHOX2B				Gene-disease association, 209880 (3), Autosomal dominant; Gene-disease association, 613013 (3), Autosomal dominant	
						PHYH		PHYH				Gene-disease association, 266500 (3), Autosomal recessive	
						PHYKPL		PHYKPL				Gene-disease association, 615011 (3), Autosomal recessive	
						PI4K2A		PI4K2A				Gene-disease association, 620732 (3), Autosomal recessive	
						PI4KA		PI4KA				Gene-disease association, 616531 (3), Autosomal recessive; Gene-disease association, 619621 (3), Autosomal recessive; Gene-disease association, 619708 (3), Autosomal recessive	
						PI4KB		PI4KB				Gene-disease association, 620281 (3), Autosomal dominant	
						PIBF1		PIBF1				Gene-disease association, 617767 (3), Autosomal recessive	
						PICALM		PICALM				Gene-disease association, 601626 (3), Autosomal dominant	
						PIDD1		PIDD1				Gene-disease association, 619827 (3), Autosomal recessive	
						PIEZO1		PIEZO1				Gene-disease association, 194380 (3), Autosomal dominant; Gene-disease association, 616843 (3), Autosomal recessive	
						PIEZO2		PIEZO2				Gene-disease association, 108145 (3), Autosomal dominant; Gene-disease association, 114300 (3), Autosomal dominant; Gene-disease association, 248700 (3), Autosomal dominant; Gene-disease association, 617146 (3), Autosomal recessive	
						PIGA		PIGA				Gene-disease association, 300818 (3), Unknown; Gene-disease association, 300868 (3), Autosomal recessive; Gene-disease association, 301072 (3), Unknown	
						PIGB		PIGB				Gene-disease association, 618580 (3), Autosomal recessive	
						PIGC		PIGC				Gene-disease association, 617816 (3), Autosomal recessive	
						PIGF		PIGF				Gene-disease association, 619356 (3), Autosomal recessive	
						PIGG		PIGG				Gene-disease association, 616917 (3), Autosomal recessive	
						PIGH		PIGH				Gene-disease association, 618010 (3), Autosomal recessive	
						PIGK		PIGK				Gene-disease association, 618879 (3), Autosomal recessive	
						PIGL		PIGL				Gene-disease association, 280000 (3), Autosomal recessive	
						PIGM		PIGM				Gene-disease association, 610293 (3), Autosomal recessive	
						PIGN		PIGN				Gene-disease association, 614080 (3), Autosomal recessive	
						PIGO		PIGO				Gene-disease association, 614749 (3), Autosomal recessive	
						PIGP		PIGP				Gene-disease association, 617599 (3), Autosomal recessive	
						PIGQ		PIGQ				Gene-disease association, 618548 (3), Autosomal recessive	
						PIGS		PIGS				Gene-disease association, 618143 (3), Autosomal recessive	
						PIGT		PIGT				Gene-disease association, 615398 (3), Autosomal recessive; Gene-disease association, 615399 (3), Autosomal dominant	
						PIGU		PIGU				Gene-disease association, 618590 (3), Autosomal recessive	
						PIGV		PIGV				Gene-disease association, 239300 (3), Autosomal recessive	
						PIGW		PIGW				Gene-disease association, 616025 (3), Autosomal recessive	
						PIGY		PIGY				Gene-disease association, 616809 (3), Autosomal recessive	
						PIK3C2A		PIK3C2A				Gene-disease association, 618440 (3), Autosomal recessive	
						PIK3CA		PIK3CA				Gene-disease association, 114480 (3), Autosomal dominant; Gene-disease association, 114500 (3), Autosomal dominant; Gene-disease association, 114550 (3), Unknown; Gene-disease association, 155500 (3), Unknown; Gene-disease association, 162900 (3), Unknown; Gene-disease association, 167000 (3), Autosomal dominant; Gene-disease association, 182000 (3), Unknown; Gene-disease association, 211980 (3), Autosomal dominant; Gene-disease association, 602501 (3), Unknown; Gene-disease association, 606773 (3), Unknown; Gene-disease association, 612918 (3), Unknown; Gene-disease association, 613089 (3), Unknown; Gene-disease association, 613659 (3), Unknown; Gene-disease association, 615108 (3), Autosomal dominant; Gene-disease association, 619538 (3), Autosomal dominant	
						PIK3CD		PIK3CD				Gene-disease association, 613328 (3), Autosomal recessive; Gene-disease association, 615513 (3), Autosomal dominant; Gene-disease association, 619281 (3), Autosomal recessive	
						PIK3CG		PIK3CG				Gene-disease association, 619802 (3), Autosomal recessive	
						PIK3R1		PIK3R1				Gene-disease association, 269880 (3), Autosomal dominant; Gene-disease association, 615214 (3), Autosomal recessive; Gene-disease association, 616005 (3), Autosomal dominant	
						PIK3R2		PIK3R2				Gene-disease association, 603387 (3), Autosomal dominant	
						PIK3R5		PIK3R5				Gene-disease association, 615217 (3), Autosomal recessive	
						PIKFYVE		PIKFYVE				Gene-disease association, 121850 (3), Autosomal dominant	
						PINK1		PINK1				Gene-disease association, 605909 (3), Autosomal recessive	
						PIP5K1C		PIP5K1C				Gene-disease association, 611369 (3), Autosomal recessive	
						PISD		PISD				Gene-disease association, 618889 (3), Autosomal recessive	
						PITPNM3		PITPNM3				Gene-disease association, 600977 (3), Autosomal dominant	
						PITRM1		PITRM1				Gene-disease association, 619405 (3), Autosomal recessive	
						PITX1		PITX1				Gene-disease association, 119800 (3), Autosomal dominant	
						PITX2		PITX2				Gene-disease association, 137600 (3), Autosomal dominant; Gene-disease association, 180500 (3), Autosomal dominant; Gene-disease association, 180550 (3), Autosomal dominant	
						PITX3		PITX3				Gene-disease association, 107250 (3), Autosomal dominant; Gene-disease association, 610623 (3), Autosomal recessive	
						PJVK		PJVK				Gene-disease association, 610220 (3), Autosomal recessive	
						PKD1		PKD1				Gene-disease association, 173900 (3), Autosomal dominant	
						PKD1L1		PKD1L1				Gene-disease association, 617205 (3), Autosomal recessive	
						PKD2		PKD2				Gene-disease association, 613095 (3), Autosomal dominant	
						PKDCC		PKDCC				Gene-disease association, 618821 (3), Autosomal recessive	
						PKHD1		PKHD1				Gene-disease association, 263200 (3), Autosomal recessive	
						PKHD1L1		PKHD1L1				Gene-disease association, 620794 (3), Autosomal recessive	
						PKLR		PKLR				Gene-disease association, 102900 (3), Autosomal dominant; Gene-disease association, 266200 (3), Autosomal recessive	
						PKP1		PKP1				Gene-disease association, 604536 (3), Autosomal recessive	
						PKP2		PKP2				Gene-disease association, 609040 (3), Autosomal dominant	
						PLA2G2A		PLA2G2A				Gene-disease association, 114500 (3), Autosomal dominant	
						PLA2G4A		PLA2G4A				Gene-disease association, 618372 (3), Autosomal recessive	
						PLA2G5		PLA2G5				Gene-disease association, 228980 (3), Autosomal recessive	
						PLA2G6		PLA2G6				Gene-disease association, 256600 (3), Autosomal recessive; Gene-disease association, 610217 (3), Autosomal recessive; Gene-disease association, 612953 (3), Autosomal recessive	
						PLA2G7		PLA2G7				Gene-disease association, 614278 (3), Autosomal recessive	
						PLAA		PLAA				Gene-disease association, 617527 (3), Autosomal recessive	
						PLAAT3		PLAAT3				Gene-disease association, 620683 (3), Autosomal recessive	
						PLAG1		PLAG1				Gene-disease association, 181030 (3), Autosomal dominant; Gene-disease association, 618907 (3), Autosomal dominant	
						PLAGL1		PLAGL1				Gene-disease association, 601410 (3), Autosomal dominant	
						PLAU		PLAU				Gene-disease association, 104300 (3), Autosomal dominant; Gene-disease association, 601709 (3), Autosomal dominant	
						PLCB1		PLCB1				Gene-disease association, 613722 (3), Autosomal recessive	
						PLCB3		PLCB3				Gene-disease association, 618961 (3), Autosomal recessive	
						PLCB4		PLCB4				Gene-disease association, 614669 (3), Autosomal recessive; Gene-disease association, 620458 (3), Autosomal recessive	
						PLCD1		PLCD1				Gene-disease association, 151600 (3), Autosomal recessive	
						PLCE1		PLCE1				Gene-disease association, 610725 (3), Autosomal recessive	
						PLCG1		PLCG1				Gene-disease association, 620514 (3), Autosomal dominant	
						PLCG2		PLCG2				Gene-disease association, 614468 (3), Autosomal dominant; Gene-disease association, 614878 (3), Autosomal dominant	
						PLCH1		PLCH1				Gene-disease association, 619895 (3), Autosomal recessive	
						PLCZ1		PLCZ1				Gene-disease association, 617214 (3), Autosomal recessive	
						PLD1		PLD1				Gene-disease association, 212093 (3), Autosomal recessive	
						PLD3		PLD3				Gene-disease association, 617770 (3), Autosomal dominant	
						PLD4		PLD4				Gene-disease association, 621369 (3), Autosomal recessive	
						PLEC		PLEC				Gene-disease association, 131950 (3), Autosomal dominant; Gene-disease association, 226670 (3), Autosomal recessive; Gene-disease association, 226730 (3), Autosomal recessive; Gene-disease association, 612138 (3), Autosomal recessive; Gene-disease association, 613723 (3), Autosomal recessive; Gene-disease association, 616487 (3), Autosomal recessive	
						PLEKHG2		PLEKHG2				Gene-disease association, 616763 (3), Autosomal recessive	
						PLEKHG5		PLEKHG5				Gene-disease association, 611067 (3), Autosomal recessive; Gene-disease association, 615376 (3), Autosomal recessive	
						PLEKHM1		PLEKHM1				Gene-disease association, 611497 (3), Autosomal recessive; Gene-disease association, 618107 (3), Autosomal dominant	
						PLG		PLG				Gene-disease association, 217090 (3), Autosomal recessive; Gene-disease association, 619360 (3), Autosomal dominant	
